produto;instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO BR PARTNERS;R$ 5.000,00;9,86%;R$ 5.493,21;A- FITCH;364 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO BR PARTNERS;R$ 5.000,00;9,95%;R$ 5.497,32;A- FITCH;366 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,93%;R$ 5.746,32;BBB- FITCH;540 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,93%;R$ 5.746,32;BBB- FITCH;540 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO FATOR;R$ 5.000,00;14,93%;R$ 5.746,32;BBB- FITCH;540 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO BR PARTNERS;R$ 5.000,00;33,91%;R$ 6.695,47;A- FITCH;1096 dias;;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 10.000,00;7,09%;R$ 10.709,11;Sem Rating;273 dias;;106,0% CDI;LCI/LCA 84.8% CDI
CDB;BANCO DESENV. MG;R$ 1.000,00;9,91%;R$ 1.099,05;Sem Rating;365 dias;No ;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO BR PARTNERS;R$ 10.000,00;9,95%;R$ 10.994,64;A- FITCH;366 dias;;106,0% CDI;LCI/LCA 87.45% CDI
CDB;BANCO HAITONG;R$ 1.000,00;21,45%;R$ 1.214,47;AAA S&P;730 dias;No ;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO HAITONG;R$ 10.000,00;21,45%;R$ 12.144,66;AAA S&P;732 dias;;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO HAITONG;R$ 10.000,00;21,45%;R$ 12.144,66;AAA S&P;732 dias;;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO HAITONG;R$ 10.000,00;21,45%;R$ 12.144,66;AAA S&P;732 dias;;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO RCI;R$ 15.000,00;21,49%;R$ 18.224,10;AA+ MOODYS;733 dias;;106,0% CDI;LCI/LCA 90.1% CDI
CDB;BANCO RCI;R$ 1.000,00;33,96%;R$ 1.339,62;AA+ MOODYS;1095 dias;No ;106,0% CDI;LCI/LCA 90.1% CDI
LF;BANCO PAN;R$ 50.000,00;21,12%;R$ 60.557,92;AAA S&P;721 dias;;106,0% CDI;LCI/LCA 90.1% CDI
LF;BANCO DAYCOVAL;R$ 50.000,00;48,13%;R$ 74.063,44;AA FITCH;1460 dias;No ;106,0% CDI;LCI/LCA 90.1% CDI
LF;BANCO BTG PACTUAL;R$ 50.000,00;100,86%;R$ 100.428,06;AAA S&P;2556 dias;;11,86%PRÉ;LCI/LCA 10.08% PRÉ
LF;BANCO BTG PACTUAL;R$ 50.000,00;100,86%;R$ 100.428,06;AAA S&P;2556 dias;;11,86%PRÉ;LCI/LCA 10.08% PRÉ
LF;BANCO BTG PACTUAL;R$ 50.000,00;100,86%;R$ 100.428,06;AAA S&P;2556 dias;;11,86%PRÉ;LCI/LCA 10.08% PRÉ
CDB;PICPAY;R$ 100,00;33,36%;R$ 133,36;Sem Rating;1080 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO PINE;R$ 500,00;6,97%;R$ 534,85;BB+ FITCH;270 dias;;11,85%PRÉ;LCI/LCA 9.48% PRÉ
CDB;BANCO VOITER;R$ 1.000,00;21,10%;R$ 1.211,03;Sem Rating;721 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;FACTA FINANCEIRA;R$ 1.000,00;21,48%;R$ 1.214,80;Sem Rating;733 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO PINE;R$ 1.000,00;21,49%;R$ 1.214,87;BB+ FITCH;733 dias;;IPCA +7,03%;LCI/LCA IPCA + 5.98%
CDB;BANCO PINE;R$ 1.000,00;21,49%;R$ 1.214,87;BB+ FITCH;733 dias;;IPCA +7,03%;LCI/LCA IPCA + 5.98%
CDB;C6 CONSIGNADO;R$ 1.000,00;33,41%;R$ 1.334,12;Sem Rating;1083 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO BMG;R$ 1.000,00;33,94%;R$ 1.339,40;B+ FITCH;1097 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO BMG;R$ 1.000,00;40,85%;R$ 1.408,46;B+ FITCH;1279 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO BMG;R$ 1,00;48,09%;R$ 1,48;B+ FITCH;1460 dias;No ;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO PINE;R$ 1.000,00;81,06%;R$ 1.810,62;BB+ FITCH;2190 dias;No ;11,85%PRÉ;LCI/LCA 10.07% PRÉ
Debênture;ENAUTA PARTICIPACOES;R$ 1.132,56;86,13%;R$ 2.108,02;Sem Rating;2030 dias;No ;11,85%PRÉ;CDB 13.94%
CDB;BANCO FIBRA;R$ 10.000,00;71,81%;R$ 17.180,97;B+ FITCH;2001 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;81,06%;R$ 18.106,18;B+ FITCH;2190 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
LF;BANCO DAYCOVAL;R$ 50.000,00;81,28%;R$ 90.641,69;AA FITCH;2194 dias;;11,85%PRÉ;LCI/LCA 10.07% PRÉ
CDB;WILLBANK;R$ 1.000,00;9,81%;R$ 1.098,09;Sem Rating;365 dias;;11,84%PRÉ;LCI/LCA 9.77% PRÉ
CDB;BANCO BMG;R$ 1.000,00;33,91%;R$ 1.339,08;B+ FITCH;1096 dias;;11,84%PRÉ;LCI/LCA 10.06% PRÉ
CDB;PAGBANK;R$ 1.000,00;1,35%;R$ 1.013,53;Sem Rating;59 dias;;101,5% CDI;LCI/LCA 78.66% CDI
CDB;BANCO CARREFOUR;R$ 1.000,00;4,45%;R$ 1.044,51;Sem Rating;181 dias;;101,5% CDI;LCI/LCA 81.2% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;21,39%;R$ 1.213,90;AAA S&P;732 dias;;105,75% CDI;LCI/LCA 89.89% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;21,39%;R$ 1.213,90;AAA S&P;732 dias;;105,75% CDI;LCI/LCA 89.89% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;21,39%;R$ 1.213,90;AAA S&P;732 dias;;105,75% CDI;LCI/LCA 89.89% CDI
CDB;BANCO ALFA;R$ 5.000,00;9,80%;R$ 5.490,23;AA+ MOODYS;365 dias;;101,5% CDI;LCI/LCA 83.74% CDI
CDB;BANCO ORIGINAL;R$ 10.000,00;33,30%;R$ 13.329,72;BB+ FITCH;1080 dias;;11,83%PRÉ;LCI/LCA 10.06% PRÉ
CDB;BANCO CCB;R$ 100.000,00;9,80%;R$ 109.804,56;AAA STANDARD & POORS;365 dias;;101,5% CDI;LCI/LCA 83.74% CDI
CRI;CASHME;R$ 931,60;109,42%;R$ 1.950,93;Sem Rating;2421 dias;No ;IPCA +7,0%;CDB 8.24%
CDB;BANCO MASTER;R$ 1.000,00;9,75%;R$ 1.097,53;BBB FITCH;362 dias;;IPCA +7,0%;LCI/LCA IPCA + 5.77%
CDB;BANCO PINE;R$ 1.000,00;9,88%;R$ 1.098,76;BB+ FITCH;365 dias;No ;IPCA +7,0%;LCI/LCA IPCA + 5.77%
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;21,37%;R$ 1.213,70;A+ MOODYS;730 dias;No ;CDI + 0,6%;LCI/LCA 0.51% CDI
CRI;EVEN;R$ 1.011,60;66,41%;R$ 1.683,37;Sem Rating;1666 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRA;VAMOS;R$ 1.022,89;54,47%;R$ 1.580,01;Sem Rating;1421 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRA;VAMOS;R$ 1.023,80;54,33%;R$ 1.580,02;Sem Rating;1419 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;ALIANSCE;R$ 1.027,44;96,24%;R$ 2.016,19;Sem Rating;2212 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;HAPVIDA;R$ 1.027,66;52,76%;R$ 1.569,89;AAA FITCH;1386 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRA;IRANI;R$ 1.028,02;47,25%;R$ 1.513,71;Sem Rating;1265 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;YDUQS;R$ 1.037,55;67,81%;R$ 1.741,16;Sem Rating;1694 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;YDUQS;R$ 1.038,48;67,67%;R$ 1.741,16;Sem Rating;1692 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;DASA;R$ 1.049,64;50,15%;R$ 1.575,99;Sem Rating;1327 dias;No ;CDI + 0,6%;CDB CDI + 0.71%
CRI;23L2043184 - CRI UNIDAS LOCADORA S.A.;R$ 1.049,76;113,45%;R$ 2.240,70;Sem Rating;2483 dias;No ;IPCA +7,0%;CDB IPCA + 117.65%
CRA;FS BIOENERGIA;R$ 1.105,69;78,84%;R$ 1.977,40;Sem Rating;1905 dias;No ;IPCA +7,0%;CDB IPCA + 8.24%
CDB;BANCO PAN;R$ 10.000,00;62,30%;R$ 16.229,78;AAA S&P;1800 dias;;105,7% CDI;LCI/LCA 89.84% CDI
CRI;OPEA SECURITIZADORA;R$ 11.947,52;90,83%;R$ 22.799,64;Sem Rating;2119 dias;;CDI + 0,6%;LCI/LCA CDI + 0.71%
Debênture;AES TIETE E;R$ 20.000,00;2,80%;R$ 20.559,26;Sem Rating;119 dias;;IPCA +6,81%;LCI/LCA IPCA + 5.28%
CDB;BANCO PINE;R$ 500,00;27,34%;R$ 636,69;BB+ FITCH;910 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO VOITER;R$ 1.000,00;4,44%;R$ 1.044,39;Sem Rating;181 dias;;11,80%PRÉ;LCI/LCA 9.44% PRÉ
CDB;WILLBANK;R$ 1.000,00;4,63%;R$ 1.046,26;Sem Rating;181 dias;No ;11,80%PRÉ;LCI/LCA 9.44% PRÉ
CDB;BANCO INDUSTRIAL DO BRASIL;R$ 1.000,00;6,98%;R$ 1.069,79;A+ MOODYS;271 dias;;105,5% CDI;LCI/LCA 84.4% CDI
CDB;BANCO CAIXA GERAL;R$ 1.000,00;9,69%;R$ 1.096,93;BB+ FITCH;361 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;REALIZE FINANCEIRA;R$ 1.000,00;9,86%;R$ 1.098,56;Sem Rating;365 dias;No ;105,5% CDI;LCI/LCA 87.04% CDI
CDB;REALIZE FINANCEIRA;R$ 1.000,00;9,86%;R$ 1.098,56;Sem Rating;365 dias;No ;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO ANDBANK (BRASIL) S/;R$ 1.000,00;9,86%;R$ 1.098,56;Sem Rating;365 dias;No ;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO PAULISTA;R$ 1.000,00;9,86%;R$ 1.098,56;BB+ S&P;365 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO PINE;R$ 1.000,00;9,90%;R$ 1.098,99;BB+ FITCH;366 dias;;IPCA +6,98%;LCI/LCA IPCA + 5.76%
CDB;WILLBANK;R$ 1.000,00;14,85%;R$ 1.148,53;Sem Rating;540 dias;No ;11,80%PRÉ;LCI/LCA 9.73% PRÉ
CDB;BANCO ANDBANK (BRASIL) S/;R$ 1.000,00;14,85%;R$ 1.148,50;Sem Rating;540 dias;No ;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;15,07%;R$ 1.150,66;AAA S&P;547 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;15,07%;R$ 1.150,66;AAA S&P;547 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;15,07%;R$ 1.150,66;AAA S&P;547 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO RANDON;R$ 1.000,00;21,00%;R$ 1.210,05;AA S&P;721 dias;;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO ANDBANK (BRASIL) S/;R$ 1.000,00;21,33%;R$ 1.213,34;Sem Rating;730 dias;No ;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO XP;R$ 1.000,00;21,33%;R$ 1.213,34;AA FITCH;730 dias;No ;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO PINE;R$ 1.000,00;40,59%;R$ 1.405,93;Sem Rating;1278 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO MASTER;R$ 1.000,00;46,74%;R$ 1.467,43;BBB- FITCH;1438 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PAN;R$ 1.000,00;46,97%;R$ 1.469,67;AAA S&P;1440 dias;;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO PINE;R$ 1.000,00;47,86%;R$ 1.478,55;BB+ FITCH;1461 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PINE;R$ 1.000,00;47,86%;R$ 1.478,55;BB+ FITCH;1463 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PINE;R$ 1.000,00;63,07%;R$ 1.630,73;BB+ FITCH;1824 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PINE;R$ 1.000,00;63,14%;R$ 1.631,38;BB+ FITCH;1825 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;C6 BANK;R$ 1.000,00;63,27%;R$ 1.632,69;A- S&P;1827 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PAN;R$ 1.000,00;63,26%;R$ 1.632,56;AAA S&P;1827 dias;;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO FIBRA;R$ 1.000,00;80,77%;R$ 1.807,65;B+ FITCH;2192 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PAN;R$ 5.000,00;9,69%;R$ 5.484,63;AAA S&P;361 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;9,86%;R$ 5.492,79;BBB- FITCH;365 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO BR PARTNERS;R$ 5.000,00;9,90%;R$ 5.494,84;A- FITCH;370 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO BR PARTNERS;R$ 5.000,00;21,33%;R$ 6.066,69;A- FITCH;732 dias;;105,5% CDI;LCI/LCA 89.67% CDI
CDB;C6 BANK;R$ 5.000,00;33,20%;R$ 6.660,17;A- S&P;1080 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO PINE;R$ 5.000,00;63,20%;R$ 8.160,18;BB+ FITCH;1826 dias;;11,80%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO XCMG;R$ 10.000,00;2,16%;R$ 10.215,59;Sem Rating;90 dias;;105,5% CDI;LCI/LCA 81.76% CDI
CDB;BANCO CAIXA GERAL;R$ 10.000,00;9,77%;R$ 10.977,42;BB+ FITCH;363 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO CAIXA GERAL;R$ 10.000,00;9,94%;R$ 10.993,76;BB+ FITCH;368 dias;;105,5% CDI;LCI/LCA 87.04% CDI
CDB;BANCO ABC BRASIL;R$ 10.000,00;33,20%;R$ 13.319,70;AAA FITCH;1080 dias;;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO GM;R$ 10.000,00;33,77%;R$ 13.377,38;AAA FITCH;1095 dias;No ;105,5% CDI;LCI/LCA 89.67% CDI
CDB;BANCO FIBRA;R$ 10.000,00;62,16%;R$ 16.215,78;B+ FITCH;1800 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;62,22%;R$ 16.222,30;BBB+ FITCH;1803 dias;;11,80%PRÉ;LCI/LCA 10.03% PRÉ
CDB;BANCO CAIXA GERAL;R$ 1.000,00;45,19%;R$ 1.451,94;A FITCH;1398 dias;;IPCA +6,97%;LCI/LCA IPCA + 5.92%
CDB;BANCO PINE;R$ 1.000,00;80,68%;R$ 1.806,83;Sem Rating;2192 dias;;IPCA +6,97%;LCI/LCA IPCA + 5.92%
CDB;BANCO ORIGINAL;R$ 1.000,00;33,04%;R$ 1.330,36;BB+ FITCH;1078 dias;;11,78%PRÉ;LCI/LCA 10.01% PRÉ
CDB;BANCO BMG;R$ 1.000,00;33,66%;R$ 1.336,64;B+ FITCH;1096 dias;;11,78%PRÉ;LCI/LCA 10.01% PRÉ
CDB;AGIBANK;R$ 1.000,00;47,70%;R$ 1.477,03;BBB+ FITCH;1462 dias;;IPCA +6,96%;LCI/LCA IPCA + 5.92%
CDB;BANCO PINE;R$ 1.000,00;80,52%;R$ 1.805,17;BB+ FITCH;2191 dias;;IPCA +6,96%;LCI/LCA IPCA + 5.92%
CDB;BANCO PINE;R$ 1.000,00;80,59%;R$ 1.805,90;BB+ FITCH;2192 dias;;IPCA +6,96%;LCI/LCA IPCA + 5.92%
CRI;CASHME;R$ 931,29;108,96%;R$ 1.945,98;Sem Rating;2423 dias;No ;IPCA +6,95%;CDB IPCA + 8.18%
CDB;BANCO BMG;R$ 1.000,00;4,25%;R$ 1.042,54;B+ FITCH;178 dias;;101,0% CDI;LCI/LCA 78.28% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;9,34%;R$ 1.093,40;BB+ FITCH;360 dias;;101,0% CDI;LCI/LCA 80.8% CDI
CDB;BANCO MASTER;R$ 1.000,00;21,28%;R$ 1.212,80;Sem Rating;730 dias;No ;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO MASTER;R$ 1.000,00;21,28%;R$ 1.212,80;BBB- FITCH;730 dias;No ;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO CAIXA GERAL;R$ 1.000,00;26,91%;R$ 1.269,15;A FITCH;901 dias;;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO ANDBANK (BRASIL) S/;R$ 1.000,00;33,68%;R$ 1.336,80;Sem Rating;1095 dias;No ;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO PINE;R$ 1.000,00;99,73%;R$ 1.997,31;BB+ FITCH;2555 dias;;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;99,72%;R$ 1.997,15;AAA S&P;2555 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO PINE;R$ 1.000,00;99,81%;R$ 1.998,13;Sem Rating;2556 dias;;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO PINE;R$ 1.000,00;99,89%;R$ 1.998,94;BB+ FITCH;2557 dias;;IPCA +6,95%;LCI/LCA IPCA + 5.91%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;121,54%;R$ 2.215,45;AAA S&P;2920 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;146,06%;R$ 2.460,56;AAA S&P;3289 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;172,91%;R$ 2.729,05;AAA S&P;3651 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CRA;FS BIOENERGIA;R$ 1.109,12;73,51%;R$ 1.924,42;Sem Rating;1814 dias;No ;IPCA +6,95%;CDB 8.18%
CRI;MHR (BTS RISCO MATEUS);R$ 1.123,42;476,91%;R$ 6.481,16;Sem Rating;5768 dias;No ;IPCA +6,95%;CDB 8.18%
CDB;BANCO ALFA;R$ 5.000,00;4,43%;R$ 5.221,45;AA+ MOODYS;181 dias;;101,0% CDI;LCI/LCA 80.8% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;99,88%;R$ 9.993,92;AAA S&P;2557 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;121,73%;R$ 11.086,35;AAA S&P;2924 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;146,16%;R$ 12.307,88;AAA S&P;3290 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 5.000,00;173,13%;R$ 13.656,66;AAA S&P;3653 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO OMNI;R$ 10.000,00;33,11%;R$ 13.310,96;A S&P;1080 dias;;11,77%PRÉ;LCI/LCA 10.0% PRÉ
CDB;BANCO BTG PACTUAL;R$ 10.000,00;99,80%;R$ 19.979,68;AAA S&P;2556 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 10.000,00;121,64%;R$ 22.163,57;AAA S&P;2923 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 10.000,00;146,06%;R$ 24.605,55;AAA S&P;3289 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO BTG PACTUAL;R$ 10.000,00;173,02%;R$ 27.301,92;AAA S&P;3652 dias;;105,25% CDI;LCI/LCA 89.46% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;9,34%;R$ 21.867,90;AA FITCH;360 dias;;101,0% CDI;LCI/LCA 80.8% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;14,95%;R$ 22.989,38;AA FITCH;549 dias;;101,0% CDI;LCI/LCA 83.32% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;20,30%;R$ 24.059,26;AA FITCH;720 dias;;101,0% CDI;LCI/LCA 83.32% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;27,22%;R$ 25.443,99;AA FITCH;913 dias;;101,0% CDI;LCI/LCA 85.85% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;33,12%;R$ 26.623,85;AA FITCH;1080 dias;;101,0% CDI;LCI/LCA 85.85% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;46,62%;R$ 29.323,59;AA FITCH;1438 dias;;101,0% CDI;LCI/LCA 85.85% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;61,85%;R$ 32.370,75;AA FITCH;1800 dias;;101,0% CDI;LCI/LCA 85.85% CDI
CDB;BANCO DAYCOVAL;R$ 20.000,00;80,38%;R$ 36.076,01;AA FITCH;2192 dias;;101,0% CDI;LCI/LCA 85.85% CDI
CDB;AGIBANK;R$ 1.000,00;47,66%;R$ 1.476,62;BBB+ FITCH;1461 dias;;IPCA +6,94%;LCI/LCA IPCA + 5.9%
CRA;UNIDAS;R$ 1.071,66;65,96%;R$ 1.778,49;Sem Rating;1663 dias;No ;CDI + 0,55%;CDB CDI + 0.65%
CRA;UNIDAS;R$ 1.072,61;65,81%;R$ 1.778,49;Sem Rating;1661 dias;No ;CDI + 0,55%;CDB CDI + 0.65%
CDB;BANCO PAN;R$ 10.000,00;33,09%;R$ 13.308,63;AAA S&P;1080 dias;;105,2% CDI;LCI/LCA 89.42% CDI
CDB;BANCO PAN;R$ 10.000,00;46,80%;R$ 14.680,16;AAA S&P;1440 dias;;105,2% CDI;LCI/LCA 89.42% CDI
CDB;BANCO PINE;R$ 500,00;21,24%;R$ 606,21;BB+ FITCH;732 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO PINE;R$ 1.000,00;4,57%;R$ 1.045,69;BB+ FITCH;181 dias;;11,75%PRÉ;LCI/LCA 9.4% PRÉ
CDB;BANCO PINE;R$ 1.000,00;4,57%;R$ 1.045,69;BB+ FITCH;181 dias;;11,75%PRÉ;LCI/LCA 9.4% PRÉ
CDB;BANCO PINE;R$ 1.000,00;4,61%;R$ 1.046,07;Sem Rating;182 dias;;11,75%PRÉ;LCI/LCA 9.4% PRÉ
CDB;FACTA FINANCEIRA;R$ 1.000,00;21,24%;R$ 1.212,42;Sem Rating;730 dias;No ;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO PINE;R$ 1.000,00;21,29%;R$ 1.212,87;BB+ FITCH;733 dias;;IPCA +6,93%;LCI/LCA IPCA + 5.89%
CDB;BANCO ORIGINAL;R$ 1.000,00;33,62%;R$ 1.336,21;BB+ FITCH;1095 dias;No ;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;C6 BANK;R$ 1.000,00;33,67%;R$ 1.336,73;A- S&P;1098 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO BMG;R$ 1.000,00;46,80%;R$ 1.467,96;A- FITCH;1441 dias;;IPCA +6,93%;LCI/LCA IPCA + 5.89%
CDB;BANCO C6 CONSIGNADO S.A.;R$ 1.000,00;47,62%;R$ 1.476,17;Sem Rating;1460 dias;No ;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO PINE;R$ 1.000,00;47,61%;R$ 1.476,12;Sem Rating;1463 dias;;IPCA +6,93%;LCI/LCA IPCA + 5.89%
CDB;FACTA FINANCEIRA;R$ 5.000,00;21,15%;R$ 6.057,43;Sem Rating;728 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;FACTA FINANCEIRA;R$ 5.000,00;21,15%;R$ 6.057,43;Sem Rating;728 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;FACTA FINANCEIRA;R$ 5.000,00;21,15%;R$ 6.057,43;Sem Rating;728 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO PINE;R$ 5.000,00;80,18%;R$ 9.008,80;BB+ FITCH;2190 dias;;11,75%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO DESENV. MG;R$ 10.000,00;40,45%;R$ 14.045,26;Sem Rating;1279 dias;;CDI + 0,54%;LCI/LCA 0.46% CDI
CDB;BANCO FIBRA;R$ 10.000,00;54,15%;R$ 15.414,56;BBB+ FITCH;1622 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;62,87%;R$ 16.287,36;B+ FITCH;1826 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;62,94%;R$ 16.293,88;B+ FITCH;1827 dias;;11,75%PRÉ;LCI/LCA 9.99% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;80,25%;R$ 18.024,88;B+ FITCH;2191 dias;;11,75%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO SOFISA;R$ 1,00;9,39%;R$ 1,09;A+ FITCH;360 dias;;105,0% CDI;LCI/LCA 84.0% CDI
Banco C6;CDB;;;;;;;;105,0% CDI
CDB;PICPAY;R$ 100,00;2,15%;R$ 102,15;Sem Rating;90 dias;;105,0% CDI;LCI/LCA 81.38% CDI
CDB;PAGBANK;R$ 1,00;4,57%;R$ 1,05;Sem Rating;181 dias;No ;105,0% CDI;LCI/LCA 84.0% CDI
CDB;PICPAY;R$ 100,00;4,57%;R$ 104,57;Sem Rating;181 dias;;105,0% CDI;LCI/LCA 84.0% CDI
